rubric,item_id,group,item,project,cohort,generation_rep,rating,score,item_max,score_type,state,repeat_ratings_disagree
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E2.4,Dataset Access and Retrieval,Distribution Formats and File Types Specified,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E2.5,Dataset Access and Retrieval,Related Datasets and External Resources Linked,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CHORUS,v7,1,1,1,1,binary,scored,yes
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CHORUS,v7,2,1,0,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CHORUS,v7,3,1,0,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CHORUS,v8,1,1,0,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CHORUS,v8,3,1,0,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.1,Data Reuse and Interoperability,License Terms Allow Reuse,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CM4AI,v8,1,1,0,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CM4AI,v8,2,1,0,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",CM4AI,v8,3,1,0,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.2,Data Reuse and Interoperability,"Data Formats Are Standardized (encoding, format)",VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.3,Data Reuse and Interoperability,Schema or Ontology Conformance Stated,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CHORUS,v7,1,1,0,1,binary,scored,no
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CHORUS,v7,2,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CHORUS,v7,3,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CHORUS,v8,1,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CHORUS,v8,2,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CHORUS,v8,3,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CM4AI,v7,1,1,0,1,binary,scored,no
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CM4AI,v7,2,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CM4AI,v7,3,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CM4AI,v8,1,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CM4AI,v8,2,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,CM4AI,v8,3,1,0,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E3.4,Data Reuse and Interoperability,Variable Metadata with Identifiers Defined,VOICE,v7,3,1,0,1,binary,scored,
