# Comprehensive SSSOM Mapping - ALL D4D Attributes
# Includes mapped, recommended, novel, free text, and unmapped attributes
# Date: 2026-04-09T10:17:24.818193
# Total attributes: 284
#
# Status breakdown:
#   free_text: 55
#   mapped: 63
#   novel_d4d: 45
#   recommended: 69
#   unmapped: 52
#
d4d_schema_path	subject_id	subject_label	predicate_id	rocrate_json_path	object_id	object_label	mapping_justification	confidence	comment	author_id	mapping_date	subject_source	object_source	mapping_set_id	mapping_set_version	mapping_status	d4d_description
Dataset.use_repository	d4d:use_repository	Use Repository	skos:relatedMatch	@graph[?@type='Dataset']['relatedLink']	schema:relatedLink	relatedLink	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Repositories or registries tracking how the dataset has been used. List of UseRepository objects fro...
Dataset.used_software	d4d:used_software	Used Software	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	What software was used as part of this dataset property?
Dataset.variable_name	d4d:variable_name	Variable Name	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	The name or identifier of the variable as it appears in the data files.
Dataset.variables	d4d:variables	Variables	skos:exactMatch	@graph[?@type='Dataset']['variableMeasured']	schema:variableMeasured	variableMeasured	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Metadata describing individual variables, fields, or columns in the dataset.
Dataset.version	d4d:version	Version	skos:exactMatch	@graph[?@type='Dataset']['version']	schema:version	version	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	"The version identifier of the resource (e.g., ""1.0"", ""2.3.1"")."
Dataset.version_access	d4d:version_access	Version Access	skos:relatedMatch	@graph[?@type='Dataset']['version']	schema:version	version	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Information about access to different versions of the dataset. VersionAccess object from the Mainten...
Dataset.version_details	d4d:version_details	Version Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of version support policies, how long older versions will be hosted, and how d...
Dataset.versions_available	d4d:versions_available	Versions Available	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	List of available versions with metadata.
Dataset.warnings	d4d:warnings	Warnings	skos:exactMatch	@graph[?@type='Dataset']['d4d:warnings']	d4d:warnings	warnings	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	One or more specific content warnings describing potentially offensive, insulting, threatening, or a...
Dataset.was_derived_from	d4d:was_derived_from	Was Derived From	skos:exactMatch	@graph[?@type='Dataset']['isBasedOn']	schema:isBasedOn	isBasedOn	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	A resource from which this resource was derived, in whole or in part.
Dataset.was_directly_observed	d4d:was_directly_observed	Was Directly Observed	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	True if the data was directly observed by a researcher or instrument; false if it was obtained throu...
Dataset.was_inferred_derived	d4d:was_inferred_derived	Was Inferred Derived	skos:closeMatch	@graph[?@type='Dataset']['wasDerivedFrom']	prov:wasDerivedFrom	wasDerivedFrom	semapv:SuggestedMapping	0.5	Recommended mapping (confidence: medium)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://www.w3.org/ns/prov#	d4d-rocrate-comprehensive-v1	1.0	recommended	True if the data was computationally inferred or derived from other data (e.g., model outputs, imput...
Dataset.was_reported_by_subjects	d4d:was_reported_by_subjects	Was Reported By Subjects	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	True if the data was self-reported directly by the subjects themselves (e.g., survey responses, ques...
Dataset.was_validated_verified	d4d:was_validated_verified	Was Validated Verified	skos:closeMatch	@graph[?@type='Dataset']['date']	schema:date	date	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	True if the data underwent a validation or verification process (e.g., expert review, cross-checking...
Dataset.why_missing	d4d:why_missing	Why Missing	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	"Explanation of why each piece of data is missing.
"
Dataset.why_not_representative	d4d:why_not_representative	Why Not Representative	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"One or more explanations of why the sample is not representative of the larger set, if applicable.
"
Dataset.withdrawal_mechanism	d4d:withdrawal_mechanism	Withdrawal Mechanism	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	How can participants withdraw their consent? What procedures are in place for data deletion upon wit...
